House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group
28,Reindeer Avenue,Aimee,Jones,69,Head,Married,Female,Retired Chartered accountant,Not Specified,Christian,"(60, 70]"
28,Reindeer Avenue,Thomas,Jones,69,Husband,Married,Male,Retired Glass blower/designer,Not Specified,Not Specified,"(60, 70]"
29,Reindeer Avenue,Michelle,Parker,37,Head,Divorced,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
29,Reindeer Avenue,Charlene,Parker,12,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
29,Reindeer Avenue,Adrian,Parker,11,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
29,Reindeer Avenue,Irene,Parker,8,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
30,Reindeer Avenue,Glen,King,60,Head,Single,Male,Food technologist,Not Specified,Not Specified,"(50, 60]"
30,Reindeer Avenue,Amy,Schofield,55,Partner,Single,Female,Housing manager/officer,Not Specified,Not Specified,"(50, 60]"
31,Reindeer Avenue,Denise,Hamilton,59,Head,Single,Female,Arboriculturist,Not Specified,Methodist,"(50, 60]"
31,Reindeer Avenue,Andrew,Smith,62,Partner,Single,Male,Clothing/textile technologist,Not Specified,Methodist,"(60, 70]"
32,Reindeer Avenue,Linda,Nash,33,Head,Married,Female,Visual merchandiser,Not Specified,Not Specified,"(30, 40]"
32,Reindeer Avenue,Raymond,Nash,36,Husband,Married,Male,"Education officer, community",Not Specified,Not Specified,"(30, 40]"
32,Reindeer Avenue,Toby,Nash,6,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
32,Reindeer Avenue,Jodie,Nash,6,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
33,Reindeer Avenue,Cheryl,Bond,38,Head,Single,Female,Public relations account executive,Not Specified,Christian,"(30, 40]"
33,Reindeer Avenue,Darren,Carter,42,Partner,Single,Male,Human resources officer,Not Specified,Not Specified,"(40, 50]"
33,Reindeer Avenue,Scott,Bond,17,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
34,Reindeer Avenue,Natalie,Fowler,63,Head,Single,Female,Unemployed,Not Specified,Christian,"(60, 70]"
34,Reindeer Avenue,Nicole,Fowler,39,Daughter,Single,Female,Unemployed,Not Specified,Christian,"(30, 40]"
34,Reindeer Avenue,Glenn,Fowler,38,Son,Single,Male,"Engineer, energy",Not Specified,Christian,"(30, 40]"
34,Reindeer Avenue,Shaun,Fowler,35,Son,Single,Male,"Teacher, secondary school",Not Specified,Christian,"(30, 40]"
34,Reindeer Avenue,Malcolm,Fowler,33,Adopted Son,Divorced,Male,Research scientist (medical),Not Specified,Not Specified,"(30, 40]"
35,Reindeer Avenue,Gerard,Tucker,38,Head,Single,Male,Nature conservation officer,Not Specified,Christian,"(30, 40]"
35,Reindeer Avenue,Daniel,Tucker,7,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
35,Reindeer Avenue,Ben,Tucker,5,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
1,Aquarius Place,Pauline,Wall,82,Head,Married,Female,Retired Counselling psychologist,Not Specified,Not Specified,"(80, 90]"
1,Aquarius Place,Jake,Wall,82,Husband,Married,Male,Retired Paediatric nurse,Not Specified,Not Specified,"(80, 90]"
2,Aquarius Place,Caroline,Young,41,Head,Single,Female,"Scientist, research (maths)",Not Specified,Christian,"(40, 50]"
2,Aquarius Place,Ricky,Mitchell,42,Partner,Single,Male,"Journalist, broadcasting",Not Specified,Christian,"(40, 50]"
2,Aquarius Place,Julia,Young,20,Daughter,Single,Female,University Student,Not Specified,Christian,"(17, 30]"
2,Aquarius Place,Jeremy,Cook-Young,10,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
3,Aquarius Place,Sheila,Fletcher,58,Head,Married,Female,Government social research officer,Not Specified,Christian,"(50, 60]"
3,Aquarius Place,Albert,Fletcher,59,Husband,Married,Male,"Teacher, music",Not Specified,Not Specified,"(50, 60]"
3,Aquarius Place,Jack,Fletcher,3,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
3,Aquarius Place,Amy,Fletcher,2,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
3,Aquarius Place,Mohammad,Slater,64,Lodger,Single,Male,Biomedical scientist,Not Specified,Not Specified,"(60, 70]"
4,Aquarius Place,Tracy,Pearson,72,Head,Married,Female,Retired Hydrographic surveyor,Not Specified,Not Specified,"(70, 80]"
4,Aquarius Place,Craig,Pearson,77,Husband,Married,Male,"Retired Secretary, company",Not Specified,Not Specified,"(70, 80]"
4,Aquarius Place,Jeremy,Pearson,35,Son,Single,Male,Unemployed,Not Specified,Not Specified,"(30, 40]"
4,Aquarius Place,Suzanne,Pearson,31,Daughter,Single,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
4,Aquarius Place,Jennifer,Pearson,29,Daughter,Divorced,Female,"Exhibitions officer, museum/gallery",Not Specified,Not Specified,"(17, 30]"
5,Aquarius Place,Julia,King,31,Head,Single,Female,"Journalist, magazine",Not Specified,Catholic,"(30, 40]"
6,Aquarius Place,Martin,Palmer,38,Head,Married,Male,Landscape architect,Not Specified,Not Specified,"(30, 40]"
6,Aquarius Place,Dawn,Palmer,33,Wife,Married,Female,Waste management officer,Not Specified,Not Specified,"(30, 40]"
7,Aquarius Place,Callum,Hamilton,84,Head,Married,Male,Retired Financial planner,Not Specified,Christian,"(80, 90]"
7,Aquarius Place,Teresa,Hamilton,80,Wife,Married,Female,"Retired Designer, blown glass/stained glass",Not Specified,Christian,"(70, 80]"
8,Aquarius Place,Wendy,Hall,49,Head,Single,Female,"Doctor, general practice",Not Specified,Catholic,"(40, 50]"
8,Aquarius Place,Rebecca,Houghton,35,Not Specified,Single,Female,Legal secretary,Not Specified,Not Specified,"(30, 40]"
8,Aquarius Place,Ross,Phillips,21,Not Specified,Single,Male,Homeopath,Not Specified,Not Specified,"(17, 30]"
9,Aquarius Place,Cheryl,Hunt,52,Head,Single,Female,Public house manager,Not Specified,Not Specified,"(50, 60]"
9,Aquarius Place,Lesley,Hunt,28,Daughter,Single,Female,Chartered loss adjuster,Not Specified,Not Specified,"(17, 30]"
9,Aquarius Place,Mark,Hunt,26,Son,Single,Male,Insurance claims handler,Not Specified,Not Specified,"(17, 30]"
9,Aquarius Place,Tracy,Hunt,25,Daughter,Divorced,Female,"Development worker, international aid",Not Specified,Not Specified,"(17, 30]"
10,Aquarius Place,Simon,Anderson,33,Head,Single,Male,Unemployed,Not Specified,Christian,"(30, 40]"
10,Aquarius Place,Emma,Martin,41,Not Specified,Single,Female,Medical sales representative,Not Specified,Methodist,"(40, 50]"
10,Aquarius Place,Jay,Phillips,26,Not Specified,Single,Male,Insurance account manager,Not Specified,Not Specified,"(17, 30]"
11,Aquarius Place,Edward,Warren,41,Head,Single,Male,Field seismologist,Not Specified,Catholic,"(40, 50]"
1,Dove Harbor,Zoe,Lewis,78,Head,Widowed,Female,"Retired Accountant, chartered",Not Specified,Christian,"(70, 80]"
2,Dove Harbor,Luke,Hunter,52,Head,Single,Male,"Scientist, research (life sciences)",Not Specified,Christian,"(50, 60]"
2,Dove Harbor,Billy,Cooper,54,Not Specified,Single,Male,Publishing rights manager,Not Specified,Christian,"(50, 60]"
3,Dove Harbor,Beverley,Khan,82,Head,Divorced,Female,Retired Community development worker,Not Specified,Christian,"(80, 90]"
4,Dove Harbor,Ann,Ford,38,Head,Married,Female,Public affairs consultant,Not Specified,Catholic,"(30, 40]"
4,Dove Harbor,Norman,Ford,37,Husband,Married,Male,Building surveyor,Not Specified,Catholic,"(30, 40]"
4,Dove Harbor,Lydia,Ford,10,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
5,Dove Harbor,Georgina,Morley,53,Head,Single,Female,Press photographer,Not Specified,Catholic,"(50, 60]"
6,Dove Harbor,Andrew,Phillips,58,Head,Married,Male,Structural engineer,Not Specified,Not Specified,"(50, 60]"
6,Dove Harbor,Francesca,Phillips,60,Wife,Married,Female,"Buyer, retail",Not Specified,Not Specified,"(50, 60]"
7,Dove Harbor,Rebecca,Pratt,58,Head,Single,Female,Science writer,Not Specified,Catholic,"(50, 60]"
8,Dove Harbor,Alan,Smith,45,Head,Single,Male,Unemployed,Physical Disability,Christian,"(40, 50]"
9,Dove Harbor,Rachel,Anderson,43,Head,Married,Female,"Administrator, education",Not Specified,Christian,"(40, 50]"
9,Dove Harbor,William,Anderson,49,Husband,Married,Male,Equities trader,Not Specified,Not Specified,"(40, 50]"
9,Dove Harbor,Richard,Anderson,14,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
10,Dove Harbor,Ronald,Cox,43,Head,Single,Male,Financial trader,Not Specified,Catholic,"(40, 50]"
11,Dove Harbor,Timothy,Knight,52,Head,Single,Male,Logistics and distribution manager,Not Specified,Not Specified,"(50, 60]"
11,Dove Harbor,Bethany,Green,53,Partner,Single,Female,Unemployed,Not Specified,Not Specified,"(50, 60]"
12,Dove Harbor,Simon,Poole,63,Head,Single,Male,Unemployed,Not Specified,Methodist,"(60, 70]"
13,Dove Harbor,Amanda,Green,69,Head,Widowed,Female,Retired Community development worker,Not Specified,Not Specified,"(60, 70]"
14,Dove Harbor,Sheila,Johnson,75,Head,Widowed,Female,Retired Immigration officer,Not Specified,Not Specified,"(70, 80]"
15,Dove Harbor,Chloe,Wilson,44,Head,Single,Female,"Horticulturist, commercial",Not Specified,Catholic,"(40, 50]"
16,Dove Harbor,Jessica,Berry,23,Head,Single,Female,Immigration officer,Not Specified,Sikh,"(17, 30]"
16,Dove Harbor,Keith,Newton,26,Partner,Single,Male,Market researcher,Not Specified,Sikh,"(17, 30]"
16,Dove Harbor,Danielle,Berry,5,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
17,Dove Harbor,Conor,Holt,59,Head,Married,Male,"Psychologist, prison and probation services",Not Specified,Methodist,"(50, 60]"
17,Dove Harbor,Brenda,Holt,56,Wife,Married,Female,Early years teacher,Not Specified,Not Specified,"(50, 60]"
18,Dove Harbor,Elliott,Davies,69,Head,Divorced,Male,Retired Production manager,Not Specified,Christian,"(60, 70]"
19,Dove Harbor,Brandon,Farmer,41,Head,Single,Male,Bonds trader,Not Specified,Not Specified,"(40, 50]"
20,Dove Harbor,Ben,Bailey,40,Head,Single,Male,Planning and development surveyor,Not Specified,Not Specified,"(30, 40]"
21,Dove Harbor,Clare,Peacock,38,Head,Single,Female,Consulting civil engineer,Not Specified,Sikh,"(30, 40]"
21,Dove Harbor,Stanley,Robinson,38,Partner,Single,Male,Optometrist,Not Specified,Sikh,"(30, 40]"
22,Dove Harbor,Gordon,Marsh,32,Head,Single,Male,Dispensing optician,Not Specified,Sikh,"(30, 40]"
23,Dove Harbor,Liam,Harrison,44,Head,Divorced,Male,Microbiologist,Not Specified,Christian,"(40, 50]"
24,Dove Harbor,Leanne,Gibson,68,Head,Widowed,Female,Retired Arts administrator,Not Specified,Christian,"(60, 70]"
24,Dove Harbor,Stacey,Gibson,36,Daughter,Divorced,Female,TEFL teacher,Not Specified,Not Specified,"(30, 40]"
24,Dove Harbor,Bradley,Gibson,33,Son,Divorced,Male,Geophysicist/field seismologist,Not Specified,Not Specified,"(30, 40]"
25,Dove Harbor,Vanessa,Walker,68,Head,Divorced,Female,"Retired Designer, fashion/clothing",Not Specified,Christian,"(60, 70]"
26,Dove Harbor,Julian,Bell,89,Head,Widowed,Male,Retired Pathologist,Not Specified,Not Specified,"(80, 90]"
27,Dove Harbor,Barry,Storey,32,Head,Married,Male,Building control surveyor,Not Specified,Christian,"(30, 40]"
27,Dove Harbor,Lesley,Storey,30,Wife,Married,Female,"Pharmacist, community",Not Specified,Christian,"(17, 30]"
28,Dove Harbor,Stacey,Richardson,76,Head,Married,Female,Retired Historic buildings inspector/conservation officer,Not Specified,Christian,"(70, 80]"
28,Dove Harbor,Alex,Richardson,80,Husband,Married,Male,Retired Legal secretary,Not Specified,Not Specified,"(70, 80]"
29,Dove Harbor,Leslie,Kay,87,Head,Widowed,Male,Retired Biomedical scientist,Not Specified,Christian,"(80, 90]"
30,Dove Harbor,Beth,Parker,24,Head,Married,Female,Equities trader,Not Specified,Jewish,"(17, 30]"
30,Dove Harbor,Carl,Parker,24,Husband,Married,Male,Physiological scientist,Not Specified,Not Specified,"(17, 30]"
31,Dove Harbor,Gordon,Harris,54,Head,Single,Male,Production manager,Not Specified,Sikh,"(50, 60]"
31,Dove Harbor,Paula,Goodwin,53,Partner,Single,Female,Unemployed,Not Specified,Sikh,"(50, 60]"
32,Dove Harbor,Katherine,Dennis,30,Head,Single,Female,"Optician, dispensing",Not Specified,Not Specified,"(17, 30]"
33,Dove Harbor,Henry,Bailey,73,Head,Widowed,Male,"Retired Nurse, learning disability",Not Specified,Christian,"(70, 80]"
34,Dove Harbor,Gillian,Newton,71,Head,Widowed,Female,Retired Museum/gallery curator,Not Specified,Christian,"(70, 80]"
35,Dove Harbor,Shannon,Oliver,55,Head,Divorced,Female,Petroleum engineer,Not Specified,Not Specified,"(50, 60]"
35,Dove Harbor,Lynda,Oliver,19,Daughter,Divorced,Female,University Student,Not Specified,Not Specified,"(17, 30]"
36,Dove Harbor,Melissa,Pollard,41,Head,Married,Female,"Psychologist, occupational",Not Specified,Not Specified,"(40, 50]"
36,Dove Harbor,Ryan,Pollard,43,Husband,Married,Male,Unemployed,Not Specified,Not Specified,"(40, 50]"
36,Dove Harbor,Trevor,Pollard,14,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
37,Dove Harbor,Jemma,McLean,51,Head,Married,Female,Health visitor,Not Specified,Not Specified,"(50, 60]"
37,Dove Harbor,Justin,McLean,53,Husband,Married,Male,"Engineer, drilling",Not Specified,Not Specified,"(50, 60]"
37,Dove Harbor,Janet,McLean,17,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
38,Dove Harbor,Rhys,Smith,76,Head,Married,Male,"Retired Librarian, academic",Not Specified,Christian,"(70, 80]"
38,Dove Harbor,Shirley,Smith,76,Wife,Married,Female,Retired Naval architect,Not Specified,Not Specified,"(70, 80]"
39,Dove Harbor,Damien,Miles,81,Head,Widowed,Male,"Retired Engineer, automotive",Not Specified,Christian,"(80, 90]"
40,Dove Harbor,Liam,Townsend,37,Head,Single,Male,Private music teacher,Not Specified,Not Specified,"(30, 40]"
41,Dove Harbor,Sally,Marshall,43,Head,Married,Female,Sports coach,Not Specified,Christian,"(40, 50]"
41,Dove Harbor,Abdul,Marshall,49,Husband,Married,Male,Web designer,Not Specified,Christian,"(40, 50]"
42,Dove Harbor,Kieran,Gibson,20,Head,Married,Male,University Student,Not Specified,Christian,"(17, 30]"
42,Dove Harbor,Laura,Gibson,19,Wife,Married,Female,University Student,Not Specified,Christian,"(17, 30]"
43,Dove Harbor,Jemma,Higgins,29,Head,Single,Female,Commissioning editor,Not Specified,Christian,"(17, 30]"
44,Dove Harbor,Vanessa,Brown,103,Head,Widowed,Female,Retired Leisure centre manager,Not Specified,Not Specified,
45,Dove Harbor,Terry,Hussain,61,Head,Single,Male,"Engineer, chemical",Not Specified,Christian,"(60, 70]"
46,Dove Harbor,Joyce,Jones,43,Head,Divorced,Female,Unemployed,Not Specified,Christian,"(40, 50]"
46,Dove Harbor,Gerard,Jones,10,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
47,Dove Harbor,Jill,Oliver,46,Head,Divorced,Female,"Engineer, water",Not Specified,Christian,"(40, 50]"
47,Dove Harbor,Nicola,Oliver,13,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
47,Dove Harbor,Keith,Oliver,11,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
48,Dove Harbor,James,Marsden,70,Head,Widowed,Male,Retired Best boy,Not Specified,Christian,"(60, 70]"
49,Dove Harbor,Holly,Williams,65,Head,Single,Female,Catering manager,Not Specified,Methodist,"(60, 70]"
50,Dove Harbor,Jade,Jones,42,Head,Single,Female,Unemployed,Not Specified,Methodist,"(40, 50]"
50,Dove Harbor,Rachael,Jones,6,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
50,Dove Harbor,Amelia,Jones,5,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
51,Dove Harbor,Rosie,Harris,44,Head,Single,Female,Facilities manager,Not Specified,Not Specified,"(40, 50]"
51,Dove Harbor,Declan,Waters,48,Partner,Single,Male,Technical sales engineer,Not Specified,Not Specified,"(40, 50]"
51,Dove Harbor,Kayleigh,Harris,16,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
52,Dove Harbor,Nigel,Jones,85,Head,Married,Male,Unemployed,Not Specified,Methodist,"(80, 90]"
52,Dove Harbor,Margaret,Jones,85,Wife,Married,Female,"Retired Engineer, structural",Mental Disability,Methodist,"(80, 90]"
53,Dove Harbor,Ruth,Davis,66,Head,Divorced,Female,"Editor, commissioning",Not Specified,Not Specified,"(60, 70]"
54,Dove Harbor,Connor,Hunter,53,Head,Divorced,Male,"Geologist, engineering",Not Specified,Catholic,"(50, 60]"
55,Dove Harbor,Emily,Davies,35,Head,Single,Female,Product designer,Not Specified,Not Specified,"(30, 40]"
56,Dove Harbor,Vanessa,Goodwin,76,Head,Single,Female,"Retired Journalist, broadcasting",Not Specified,Methodist,"(70, 80]"
57,Dove Harbor,Lydia,Williamson,68,Head,Married,Female,Retired Civil Service administrator,Not Specified,Christian,"(60, 70]"
57,Dove Harbor,Norman,Williamson,69,Husband,Married,Male,Retired Ambulance person,Not Specified,Christian,"(60, 70]"
58,Dove Harbor,Tom,Holland,52,Head,Single,Male,Risk manager,Not Specified,Christian,"(50, 60]"
59,Dove Harbor,Martin,Wyatt,28,Head,Single,Male,Call centre manager,Not Specified,Christian,"(17, 30]"
60,Dove Harbor,Jessica,Mellor,30,Head,Single,Female,Seismic interpreter,Not Specified,Catholic,"(17, 30]"
61,Dove Harbor,Dean,Williams,30,Head,Single,Male,Adult guidance worker,Not Specified,Not Specified,"(17, 30]"
62,Dove Harbor,Ann,McKenzie,76,Head,Married,Female,Retired Paediatric nurse,Not Specified,Methodist,"(70, 80]"
62,Dove Harbor,Robin,McKenzie,76,Husband,Married,Male,Retired Social researcher,Not Specified,Not Specified,"(70, 80]"
63,Dove Harbor,Lorraine,Simpson,56,Head,Divorced,Female,Archaeologist,Not Specified,Christian,"(50, 60]"
64,Dove Harbor,Bradley,Pearce,48,Head,Single,Male,Dietitian,Not Specified,Christian,"(40, 50]"
64,Dove Harbor,Brett,Pearce,16,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
65,Dove Harbor,Vincent,Smith,65,Head,Widowed,Male,Armed forces training and education officer,Not Specified,Christian,"(60, 70]"
66,Dove Harbor,Alexander,Evans,55,Head,Divorced,Male,Building surveyor,Not Specified,Christian,"(50, 60]"
67,Dove Harbor,Stacey,Jordan,50,Head,Married,Female,Nutritional therapist,Not Specified,Catholic,"(40, 50]"
67,Dove Harbor,Gordon,Jordan,52,Husband,Married,Male,Ambulance person,Not Specified,Catholic,"(50, 60]"
67,Dove Harbor,Brenda,Chandler-Jordan,23,Adopted Daughter,Single,Female,Teaching laboratory technician,Not Specified,Not Specified,"(17, 30]"
68,Dove Harbor,Elliott,Gregory,48,Head,Single,Male,Unemployed,Not Specified,Catholic,"(40, 50]"
69,Dove Harbor,Lorraine,Hill,45,Head,Single,Female,Unemployed,Not Specified,Not Specified,"(40, 50]"
69,Dove Harbor,Bernard,Lewis-Hill,6,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
69,Dove Harbor,Mohamed,Lewis-Hill,2,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
70,Dove Harbor,Gerald,Palmer,28,Head,Single,Male,Health promotion specialist,Not Specified,Methodist,"(17, 30]"
71,Dove Harbor,Owen,Cooke,50,Head,Married,Male,"Engineer, land",Not Specified,Catholic,"(40, 50]"
71,Dove Harbor,Jayne,Cooke,50,Wife,Married,Female,Geographical information systems officer,Not Specified,Catholic,"(40, 50]"
72,Dove Harbor,Tracey,Johnson,56,Head,Married,Female,Fisheries officer,Not Specified,Christian,"(50, 60]"
72,Dove Harbor,Martyn,Johnson,60,Husband,Married,Male,Occupational hygienist,Not Specified,Christian,"(50, 60]"
72,Dove Harbor,Jade,Johnson,17,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
73,Dove Harbor,Julia,Brown,101,Head,Married,Female,Retired Sport and exercise psychologist,Not Specified,Catholic,
73,Dove Harbor,Elliot,Brown,104,Husband,Married,Male,Retired Trade mark attorney,Not Specified,Not Specified,
74,Dove Harbor,Michael,Harvey,30,Head,Single,Male,Lobbyist,Not Specified,Muslim,"(17, 30]"
75,Dove Harbor,Lisa,Wilson,36,Head,Single,Female,Contracting civil engineer,Not Specified,Christian,"(30, 40]"
76,Dove Harbor,Reece,Rhodes,45,Head,Single,Male,Advice worker,Not Specified,Catholic,"(40, 50]"
76,Dove Harbor,Leon,Newman,57,Not Specified,Single,Male,Production manager,Not Specified,Christian,"(50, 60]"
77,Dove Harbor,Scott,King,74,Head,Divorced,Male,Retired Tree surgeon,Not Specified,Christian,"(70, 80]"
78,Dove Harbor,Ian,Turner,87,Head,Widowed,Male,"Retired Nurse, mental health",Not Specified,Christian,"(80, 90]"
79,Dove Harbor,Dominic,Randall,39,Head,Single,Male,Unemployed,Not Specified,Not Specified,"(30, 40]"
80,Dove Harbor,Leonard,White,88,Head,Married,Male,Retired Outdoor activities/education manager,Not Specified,Christian,"(80, 90]"
80,Dove Harbor,Molly,White,89,Wife,Married,Female,Retired Location manager,Not Specified,Not Specified,"(80, 90]"
81,Dove Harbor,Georgia,Green,32,Head,Single,Female,Tourism officer,Not Specified,Methodist,"(30, 40]"
81,Dove Harbor,Tony,Rogers,39,Partner,Single,Male,Counsellor,Not Specified,Methodist,"(30, 40]"
81,Dove Harbor,Nigel,Green,5,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
82,Dove Harbor,Jodie,Daly,43,Head,Divorced,Female,Equality and diversity officer,Not Specified,Not Specified,"(40, 50]"
83,Dove Harbor,Joshua,Hardy,21,Head,Single,Male,University Student,Not Specified,Catholic,"(17, 30]"
84,Dove Harbor,Julia,Cooke,52,Head,Married,Female,"Psychologist, sport and exercise",Not Specified,Catholic,"(50, 60]"
84,Dove Harbor,Ben,Cooke,54,Husband,Married,Male,TEFL teacher,Not Specified,Catholic,"(50, 60]"
84,Dove Harbor,Paul,Cooke,15,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
85,Dove Harbor,Trevor,Alexander,83,Head,Widowed,Male,"Retired Engineer, drilling",Not Specified,Catholic,"(80, 90]"
86,Dove Harbor,Dawn,Jones,39,Head,Single,Female,Housing manager/officer,Not Specified,Catholic,"(30, 40]"
87,Dove Harbor,Marc,Patel,47,Head,Single,Male,Catering manager,Not Specified,Muslim,"(40, 50]"
88,Dove Harbor,Kyle,Cooper,43,Head,Single,Male,Health visitor,Not Specified,Not Specified,"(40, 50]"
89,Dove Harbor,Marie,Thomas,70,Head,Married,Female,Retired Cytogeneticist,Not Specified,Christian,"(60, 70]"
89,Dove Harbor,Nigel,Thomas,71,Husband,Married,Male,"Retired Therapist, nutritional",Not Specified,Not Specified,"(70, 80]"
89,Dove Harbor,Deborah,Thomas,40,Adopted Daughter,Single,Female,"Therapist, occupational",Not Specified,Christian,"(30, 40]"
89,Dove Harbor,Ashley,Thomas,35,Son,Single,Male,Health physicist,Not Specified,Christian,"(30, 40]"
90,Dove Harbor,Sandra,Thomas,30,Head,Married,Female,Cytogeneticist,Not Specified,Not Specified,"(17, 30]"
90,Dove Harbor,Dean,Thomas,31,Husband,Married,Male,Hospital doctor,Not Specified,Not Specified,"(30, 40]"
90,Dove Harbor,Gerard,Thomas,13,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
91,Dove Harbor,Maureen,Jackson,71,Head,Widowed,Female,"Retired Psychologist, educational",Not Specified,Christian,"(70, 80]"
92,Dove Harbor,Stacey,Cooper,69,Head,Widowed,Female,"Retired Engineer, civil (consulting)",Not Specified,Catholic,"(60, 70]"
93,Dove Harbor,Katherine,Norton,58,Head,Single,Female,Hydrogeologist,Not Specified,Christian,"(50, 60]"
94,Dove Harbor,Paula,Jones,47,Head,Single,Female,Community arts worker,Not Specified,Catholic,"(40, 50]"
95,Dove Harbor,Abbie,Skinner,44,Head,Single,Female,Advertising art director,Not Specified,Christian,"(40, 50]"
95,Dove Harbor,Charles,Kelly,46,Partner,Single,Male,"Surveyor, building control",Not Specified,Not Specified,"(40, 50]"
96,Dove Harbor,Joanna,Davis,70,Head,Divorced,Female,Retired Control and instrumentation engineer,Not Specified,Christian,"(60, 70]"
97,Dove Harbor,Jacqueline,Johnson,76,Head,Widowed,Female,Retired Operational investment banker,Not Specified,Methodist,"(70, 80]"
98,Dove Harbor,Adrian,Simmons,44,Head,Single,Male,Jewellery designer,Not Specified,Not Specified,"(40, 50]"
99,Dove Harbor,Lynda,Thompson,65,Head,Married,Female,"Editor, film/video",Not Specified,Christian,"(60, 70]"
99,Dove Harbor,Brandon,Thompson,67,Husband,Married,Male,"Therapist, art",Not Specified,Christian,"(60, 70]"
100,Dove Harbor,Frank,Wright,78,Head,Divorced,Male,Retired Environmental consultant,Not Specified,Not Specified,"(70, 80]"
101,Dove Harbor,Anthony,Fuller,37,Head,Single,Male,Primary school teacher,Not Specified,Not Specified,"(30, 40]"
102,Dove Harbor,Pauline,Bibi,39,Head,Married,Female,International aid/development worker,Not Specified,Christian,"(30, 40]"
102,Dove Harbor,Brandon,Bibi,40,Husband,Married,Male,Medical illustrator,Not Specified,Christian,"(30, 40]"
103,Dove Harbor,Georgina,White,30,Head,Married,Female,Police officer,Not Specified,Not Specified,"(17, 30]"
103,Dove Harbor,Ronald,White,32,Husband,Married,Male,"Engineer, materials",Not Specified,Not Specified,"(30, 40]"
103,Dove Harbor,Conor,White,12,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
104,Dove Harbor,Geoffrey,Robson,21,Head,Divorced,Male,University Student,Not Specified,Christian,"(17, 30]"
105,Dove Harbor,Deborah,Hall,70,Head,Married,Female,"Retired Pilot, airline",Not Specified,Christian,"(60, 70]"
105,Dove Harbor,Jack,Hall,70,Husband,Married,Male,Retired Homeopath,Not Specified,Christian,"(60, 70]"
106,Dove Harbor,Claire,Ahmed,74,Head,Widowed,Female,Retired Solicitor,Not Specified,Catholic,"(70, 80]"
107,Dove Harbor,Janice,Carter,59,Head,Single,Female,Clinical research associate,Not Specified,Christian,"(50, 60]"
108,Dove Harbor,Stacey,Clarke,77,Head,Widowed,Female,Retired Engineering geologist,Not Specified,Christian,"(70, 80]"
109,Dove Harbor,Nicola,Ball,42,Head,Single,Female,Museum/gallery curator,Not Specified,Christian,"(40, 50]"
110,Dove Harbor,Mary,Anderson,30,Head,Single,Female,Administrator,Not Specified,Muslim,"(17, 30]"
111,Dove Harbor,Mohammed,King,65,Head,Married,Male,Ophthalmologist,Not Specified,Not Specified,"(60, 70]"
111,Dove Harbor,Irene,King,57,Wife,Married,Female,Occupational hygienist,Not Specified,Not Specified,"(50, 60]"
112,Dove Harbor,Rachael,Barnes,69,Head,Widowed,Female,Retired Medical illustrator,Not Specified,Not Specified,"(60, 70]"
113,Dove Harbor,Zoe,Houghton,56,Head,Single,Female,"Engineer, biomedical",Not Specified,Christian,"(50, 60]"
